time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,1.77392463529e-08,1.09707797555e-08,0.00175377288026,1.48947136154e-05,6.28315949783,0.0,1.81471377217e-06,1.08394942835e-06,0.0584573343976,0.000740212584182,-0.0013047275229,0.0,423.8039088658087,423.69178090001475,423.2495532153181,423.313236923411
0.12000000000000001,3.5647473706e-07,4.73953989649e-07,0.00775298477194,6.28294002206,0.000385875423166,0.0,-1.07213462176e-05,6.27124803346e-06,0.141509060685,-0.0171601159046,0.0195647670144,0.0,430.1408463718136,431.90419631943234,432.7244138344454,431.2152708571331
0.18,-1.54940515541e-05,-9.88157001441e-06,0.0232956929146,6.28195158738,0.0018049902938,0.0,-0.000677064576796,-0.000474503544679,0.376532599058,-0.0151357206065,0.030777644688,0.0,477.10833484539313,477.96353098672785,478.1198711581493,478.2741605839396
0.23999999999999996,-9.3022772916e-05,-6.24223352532e-05,0.0453929435374,6.28102833726,0.00372967428079,0.0,-0.00206716632263,-0.00135447153727,0.360047432273,-0.0158958537654,0.0345592355532,0.0,399.1209085287185,399.4663457060497,397.5098386276987,397.4402560244709
0.3,-0.000309654670065,-0.000196091369928,0.0718682876909,6.28024341302,0.00550704401095,0.0,-0.00537061894741,-0.00319714660147,0.522402084954,-0.00797717715498,0.0172572311754,0.0,456.9194620284465,455.5384751070531,456.293281852492,456.925022547237
0.36000000000000004,-0.000779940589697,-0.000465616568263,0.11154716036,6.28041272977,0.00644115772939,0.0,-0.0104313727366,-0.00579889282911,0.800073490079,0.018554958952,0.0119572824881,0.0,490.28830130948137,489.8943133658524,489.66650113270106,491.63598288505375
0.4200000000000001,-0.00152542990783,-0.000860010636729,0.159988135694,6.28116327182,0.00773887287233,0.0,-0.0145125843788,-0.00726058917493,0.814614872041,-0.00371589315796,0.0361088888785,0.0,408.4021031052001,410.5503954146378,410.63402162913883,408.65382072613215
0.48000000000000015,-0.00257618015479,-0.00134114019262,0.2133285242,6.28109077466,0.00977539818187,0.0,-0.0207414445077,-0.00879250181848,0.963282215218,0.00338689342058,0.0292131898972,0.0,451.382530678135,450.8262240188016,454.16306736462843,454.7323499762142
0.5400000000000001,-0.00406345989065,-0.00191809002636,0.277466941414,6.28125450503,0.0118366966425,0.0,-0.0290604041649,-0.0104169871655,1.17446959323,0.00137903915391,0.0430428274794,0.0,470.8866877666537,471.95557986059487,472.29322511340314,472.1383027647194
0.6000000000000002,-0.00613399367038,-0.0025939935801,0.356795232517,6.28122694795,0.014663841276,0.0,-0.0403086283185,-0.0121085114206,1.46947076698,-0.00441615198238,0.0542268607093,0.0,496.1945058263653,497.01584186813335,496.2072941008366,495.7817439955727
0.6600000000000003,-0.00893074151575,-0.00336991843492,0.452085773973,6.28122806004,0.0177169024596,0.0,-0.0532982127387,-0.0137696448505,1.70655106717,0.00767104713721,0.0431861174818,0.0,481.4326822013932,480.59807341650765,479.5751621366136,480.4923050120632
0.7200000000000003,-0.0125734242188,-0.00424140391786,0.561266513649,6.28115830863,0.0200627674759,0.0,-0.0684178320555,-0.015239954792,1.93244713351,-0.0318393438366,0.0293213646377,0.0,478.44192566734085,477.3858625480805,479.52429121653324,476.51371592464375
0.7800000000000004,-0.0170633738972,-0.00520074453382,0.678396982869,6.27900749849,0.0223732443702,0.0,-0.0814393086407,-0.0169253519409,1.97182947027,-0.0453898241877,0.0524280713344,0.0,420.436606697437,422.4344926441502,421.15320311374194,419.97891139700397
0.8400000000000004,-0.0224217813984,-0.00631254691828,0.79960803399,6.27625430485,0.025182638349,0.0,-0.0974760840625,-0.0204117328355,2.06835962795,-0.0468986867284,0.0322120939733,0.0,440.61226072144206,438.9391350038821,439.5902048547618,439.4638993053931
0.9000000000000005,-0.0288838567499,-0.0077157985895,0.930057891452,6.27371944931,0.0272495504525,0.0,-0.118153713395,-0.0266754701381,2.27956249003,-0.0342756358182,0.0385823615296,0.0,475.35955612699127,475.8478392831866,473.80275477063753,474.771304460402
0.9600000000000005,-0.0365526281933,-0.0095220391876,1.07010466339,6.27201058622,0.0293619071317,0.0,-0.137695849361,-0.0337227338159,2.38843216873,-0.0188710975429,0.0274155956737,0.0,445.3496914463345,444.4359421757294,444.0931069463916,445.35455939209714
1.0200000000000005,-0.0453771340615,-0.0117612286511,1.21470735407,6.27083815585,0.0310521399792,0.0,-0.156608081326,-0.0410236194148,2.43155908899,-0.0209139866998,0.0296390153307,0.0,424.14488755399725,424.33604644124233,424.3060324372036,424.13063533692457
1.0800000000000005,-0.0554820442588,-0.0145064940103,1.36550076307,6.26926235991,0.0327789148797,0.0,-0.180406633931,-0.0506347908589,2.59452202711,-0.0399935171538,0.0270030974234,0.0,461.2286208998356,461.0206037999272,463.88252217871155,462.38173192343055
1.1400000000000006,-0.0669343862696,-0.01781693444,1.52247692884,6.26700113631,0.0340235629101,0.0,-0.201473709292,-0.0599295314147,2.63790741905,-0.0334338080849,0.00370357571581,0.0,426.2999535776091,424.3044072813528,425.1157537251312,425.6767013352628
1.2000000000000006,-0.0797613003428,-0.021770990806,1.68473992114,6.2651279141,0.034426947025,0.0,-0.226114317619,-0.072073956434,2.77053961802,-0.0271258581447,0.012165549351,0.0,453.4862622701379,454.1653592384254,453.70417456739534,454.21000989934026
